1983,1050,93,85;
2159,1013,55,29;
2321,219,31,8;
438,1601,10,83;
584,32,84,76;
667,1803,94,78;
629,1664,31,32;
756,918,9,83;
2059,632,96,53;
1531,672,87,11;
2353,1641,96,52;
0,0,34,32;
0,960,20,99;
1505,32,93,85;
182,0,96,22;
924,382,60,40;
147,14,7,2;
1165,2030,74,67;
1593,311,29,17;
251,1093,74,69;
592,1664,37,35;
376,1125,52,19;
1085,438,41,93;
2113,938,75,15;
2217,841,38,20;
157,2639,75,7;
35,862,12,84;
2006,1415,25,60;
61,145,6,38;
1538,2142,32,85;
1424,2222,18,91;
1788,657,79,27;
1971,632,88,49;
667,1720,80,83;
2242,1877,63,71;
1666,2365,59,82;
448,921,19,96;
2598,328,47,27;
2351,1288,65,48;
206,2311,40,10;
1894,16,8,14;
1809,1886,22,84;
659,533,89,97;
46,2334,17,55;
1394,129,98,98;
67,1506,77,95;
1150,0,82,13;
233,2433,12,42;
984,382,64,28;
1335,861,22,64;
999,1932,69,48;
251,1277,76,77;
0,2549,46,65;
1126,438,80,67;
305,20,75,12;
2214,1288,80,34;
2021,320,69,7;
2217,372,69,7;
551,31,22,1;
765,2618,73,13;
1110,122,26,6;
1228,13,4,14;
942,2288,36,81;
747,322,72,5;
448,328,99,13;
2449,1641,67,54;
1697,1050,98,21;
339,1162,10,59;
1941,1415,35,55;
2023,1909,71,29;
1820,1501,55,90;
143,327,10,99;
1666,1895,80,74;
428,1125,15,34;
844,1911,19,57;
1433,319,66,8;
251,1162,88,92;
891,438,49,59;
2511,328,36,43;
942,2369,46,52;
2161,1288,53,48;
1620,632,80,29;
325,1093,20,41;
592,1452,52,43;
212,2233,32,14;
592,533,67,99;
999,1980,73,38;
2393,1022,86,23;
1442,2056,35,92;
667,1526,85,60;
1869,1415,72,80;
2596,1339,44,62;
1737,1501,83,90;
1666,1969,66,84;
863,1661,26,63;
314,1045,27,24;
571,2281,19,47;
1442,2616,45,26;
923,2440,18,54;
153,1223,3,53;
1773,592,50,29;
1636,1262,73,25;
2516,1641,77,64;
1489,2303,42,76;
1697,1071,93,77;
1433,1095,90,30;
1591,2603,57,40;
67,1149,90,74;
2542,175,7,37;
238,2400,10,32;
251,1437,31,29;
0,2290,51,44;
1610,1050,87,93;
942,2248,37,40;
984,410,56,18;
1078,391,70,29;
1294,438,69,86;
299,1378,48,14;
1357,861,68,63;
1004,195,11,33;
46,2595,14,13;
445,1371,3,90;
1442,1965,30,91;
2457,4,1,21;
1718,25,20,5;
511,2375,15,75;
1163,382,89,44;
1666,2053,57,80;
999,1895,82,37;
2107,1711,89,68;
1538,2091,50,51;
303,1254,34,20;
65,1486,2,43;
2116,1288,45,38;
1777,1415,92,53;
1661,1501,76,87;
572,2557,18,56;
232,1314,19,15;
1730,322,63,6;
251,1071,76,22;
0,1946,50,69;
297,921,50,14;
46,1857,21,70;
999,2056,61,77;
2448,346,29,36;
1788,632,92,25;
1886,1050,97,51;
2547,328,51,17;
940,438,55,61;
592,1545,39,61;
942,2511,46,68;
683,128,87,1;
2614,584,29,30;
568,1877,23,37;
613,1495,44,49;
863,1814,24,45;
2294,1288,57,43;
1976,1415,30,80;
67,625,68,49;
1442,2148,20,90;
2196,1877,46,82;
1803,1971,27,63;
1666,2204,75,74;
1700,658,80,28;
1489,2463,42,72;
2196,1711,95,44;
2198,1676,75,29;
1926,2529,36,91;
556,2621,35,26;
2288,2006,59,53;
2013,1973,77,32;
0,1486,28,66;
181,12,1,9;
580,0,71,29;
251,1354,48,46;
1048,382,30,55;
1880,632,91,39;
592,1606,65,58;
999,2133,45,94;
962,30,25,2;
1206,438,34,75;
2133,32,72,74;
899,312,41,12;
2513,1288,60,45;
863,1859,24,77;
386,9,26,22;
1426,1514,15,90;
281,657,45,10;
2031,1415,70,52;
60,655,7,46;
631,1545,31,48;
1489,2535,30,85;
39,1348,15,38;
1460,15,3,15;
69,25,19,5;
870,127,64,2;
380,20,6,8;
667,1653,83,67;
942,2579,54,44;
449,228,99,100;
1878,2588,48,51;
331,553,17,29;
2311,372,92,9;
157,1461,70,76;
536,100,24,28;
349,2114,64,78;
683,102,100,25;
1617,27,29,3;
226,103,69,12;
768,31,61,1;
2125,497,22,21;
526,2557,46,64;
1165,1894,32,77;
683,32,100,68;
2162,1339,41,75;
1630,228,100,35;
1881,328,91,16;
427,1601,11,84;
2440,885,26,31;
1259,861,76,77;
2202,1815,83,61;
2559,31,58,1;
218,987,22,35;
1545,13,15,13;
1727,1288,75,38;
2394,21,46,8;
1237,287,96,40;
1347,1339,98,76;
1347,2490,83,91;
2626,6,18,15;
2416,325,73,3;
573,1753,19,74;
2530,621,74,11;
2272,31,81,1;
509,1412,15,81;
1387,191,7,36;
0,2244,36,46;
251,583,30,84;
276,503,15,55;
1452,632,79,28;
1364,668,80,17;
349,2251,94,61;
2614,533,31,51;
67,970,81,99;
920,129,95,66;
1972,328,22,43;
1826,308,44,17;
2516,303,54,22;
59,2015,7,82;
592,1329,58,48;
987,26,9,6;
999,1556,82,53;
1980,1288,69,48;
512,1120,12,90;
1803,365,42,17;
2362,122,53,7;
548,228,100,100;
2617,1596,30,43;
65,906,2,25;
272,24,6,8;
1591,2521,72,82;
863,1616,23,45;
942,1947,57,57;
50,1946,7,58;
236,2249,12,39;
1462,2148,27,87;
2421,1791,70,72;
157,1537,62,76;
1736,328,67,36;
526,2452,59,47;
377,1768,51,69;
2254,5,14,18;
1015,196,51,30;
592,1234,70,34;
1322,1024,60,24;
349,1942,83,88;
486,100,50,27;
942,2105,54,47;
412,1844,36,83;
2366,19,22,10;
218,1330,31,67;
2614,1791,32,48;
2361,195,80,33;
55,1176,10,30;
142,106,51,12;
667,1312,83,75;
999,1726,70,83;
1970,2357,74,45;
1442,1777,45,94;
1255,1106,85,39;
1489,2620,47,26;
683,100,100,2;
30,441,29,20;
1832,2232,75,32;
1183,642,85,42;
1280,632,84,47;
1573,1415,46,82;
242,610,8,50;
1538,1501,66,95;
161,1939,71,50;
30,1601,36,16;
2067,328,22,23;
349,2496,79,82;
667,1387,88,81;
157,2031,94,77;
592,1268,72,61;
942,2152,46,96;
526,2499,51,58;
405,2403,41,90;
1619,1415,65,81;
1364,632,88,36;
2477,1339,52,52;
153,2303,3,75;
1801,18,16,10;
2076,1288,40,48;
1832,2148,56,84;
1442,1871,37,94;
2491,1836,33,34;
1970,2402,70,75;
1538,1596,53,97;
1877,2108,46,39;
1523,1050,87,96;
999,1809,61,86;
245,1165,5,44;
2104,2298,54,65;
486,94,96,1;
2229,2218,81,47;
628,205,59,17;
426,1685,12,72;
2158,2437,67,71;
2559,24,62,5;
190,1871,58,56;
157,1939,4,92;
592,1113,71,49;
349,2192,55,59;
999,1425,72,74;
829,27,9,4;
1881,344,73,36;
2139,378,75,4;
152,799,5,57;
1736,364,64,9;
2448,4,1,28;
432,1942,16,84;
526,2281,45,83;
667,1213,84,99;
1817,27,38,5;
1591,2388,71,65;
2023,1820,69,39;
2114,1641,84,59;
1748,94,10,30;
2301,1791,58,83;
942,1784,54,74;
2305,1936,60,36;
216,1131,30,34;
747,669,90,5;
1294,524,64,8;
1970,2300,67,57;
2120,228,100,58;
2158,2398,58,39;
1344,1050,89,97;
2171,106,26,21;
1931,1791,92,81;
28,1538,29,14;
215,1705,28,81;
157,1788,88,83;
1994,328,46,44;
228,1613,20,50;
232,29,19,3;
2000,29,41,2;
667,1144,87,69;
526,2210,54,71;
1106,632,77,50;
1409,113,96,15;
1921,228,100,52;
349,2312,89,91;
889,2585,48,55;
1802,1288,48,42;
942,1858,50,89;
340,2284,8,54;
238,1026,12,40;
193,106,30,20;
592,1037,72,76;
1481,938,63,15;
1433,1050,90,45;
2203,1339,57,72;
1442,1415,92,86;
1926,1877,97,96;
1587,368,38,13;
999,1499,73,57;
2178,197,74,29;
147,25,6,5;
2518,1565,49,30;
1012,652,89,29;
1832,1964,55,91;
2359,1791,62,46;
475,9,4,22;
46,1773,21,30;
226,115,68,12;
219,1537,28,53;
416,1463,32,58;
349,2030,85,84;
526,2364,52,88;
683,127,100,1;
2626,21,19,11;
157,1613,64,92;
1803,328,78,37;
278,30,26,2;
1644,367,61,4;
2037,101,89,28;
315,115,80,3;
999,1609,64,66;
1183,632,97,10;
592,1162,69,72;
1066,196,37,31;
2376,606,68,25;
20,1036,20,20;
2049,1288,27,47;
1630,263,100,39;
2218,1026,91,22;
942,2004,33,32;
227,1461,23,36;
1598,108,63,21;
1534,1415,39,84;
1730,228,96,76;
2491,1791,52,45;
2359,1837,49,36;
2525,1923,34,46;
161,1989,90,33;
2547,113,50,16;
0,391,8,73;
961,32,85,83;
1204,213,98,15;
1531,632,89,40;
0,556,55,99;
10,470,50,82;
2220,228,100,74;
157,2108,80,73;
682,32,1,84;
2040,328,27,44;
64,1486,1,51;
1997,1019,82,29;
431,1529,13,66;
243,1705,8,69;
349,2403,56,93;
1933,95,5,28;
592,1377,64,75;
66,2015,1,59;
942,2036,56,69;
413,116,42,13;
526,2621,30,25;
1442,1682,38,95;
999,1675,79,51;
560,100,22,22;
667,1468,89,58;
1788,200,48,25;
1371,112,36,15;
2393,1339,84,64;
1832,2055,45,93;
2543,1791,71,73;
268,667,74,76;
148,970,8,81;
1954,344,18,32;
251,763,83,40;
781,438,20,92;
2360,770,17,84;
2450,1150,97,32;
687,382,61,55;
2408,328,71,18;
908,21,4,8;
281,583,51,40;
138,898,12,61;
1756,1641,98,63;
1970,2006,88,70;
2567,752,44,18;
1747,1711,89,80;
66,1713,1,46;
2303,2327,96,82;
66,2167,1,36;
1083,2593,46,36;
1135,1873,26,72;
1061,1149,20,74;
2090,1596,79,32;
2456,2218,81,47;
1538,1693,51,44;
2104,2441,52,55;
2382,2265,98,49;
338,2217,10,34;
2399,2327,95,39;
30,1623,31,3;
349,382,99,96;
2399,2453,80,67;
548,438,65,74;
47,188,9,45;
289,2507,38,7;
413,2114,24,73;
349,2578,51,67;
2311,954,82,75;
889,2164,29,62;
2148,624,68,7;
1223,32,100,40;
12,391,17,63;
116,2642,31,5;
2089,328,50,49;
1294,2371,38,28;
2306,302,14,22;
2491,845,57,15;
342,803,6,65;
1409,1613,33,80;
1574,209,16,16;
1347,2222,77,94;
1314,2118,32,32;
55,556,11,91;
1489,1931,35,47;
942,1483,54,93;
744,2173,16,59;
1520,1288,41,30;
448,533,19,96;
1396,2130,45,84;
428,1768,20,62;
1863,1339,80,61;
2202,1791,99,24;
923,1048,19,56;
1747,2572,85,56;
1564,382,82,24;
2377,770,87,12;
921,681,89,4;
1611,438,34,80;
829,2108,29,95;
1165,1523,79,90;
1591,2310,54,49;
1644,371,59,10;
248,665,3,51;
853,1053,10,90;
765,2397,89,95;
1060,2056,23,53;
650,1329,17,46;
2216,622,52,9;
2449,1596,81,30;
251,2637,44,10;
1347,1288,95,51;
1970,2076,56,89;
1489,410,70,10;
2383,2140,74,71;
1976,756,69,12;
1489,2066,42,35;
1538,1912,51,59;
2584,2006,55,58;
2618,1150,26,81;
376,1144,42,16;
744,27,6,5;
923,1564,17,81;
1823,592,16,40;
1926,2097,35,77;
2001,853,94,5;
2267,839,62,17;
2311,328,97,44;
692,438,89,71;
2377,782,74,75;
651,1774,16,44;
59,441,5,16;
599,382,88,55;
1922,1193,59,37;
2547,1150,71,85;
2217,358,85,14;
1256,1030,63,19;
2464,770,93,11;
467,730,38,99;
2169,1596,85,38;
2555,2071,78,36;
2450,1182,66,49;
1129,2593,33,51;
2366,29,19,3;
745,2118,20,50;
850,1239,10,95;
1083,2387,36,26;
448,823,14,98;
1165,1331,45,90;
434,2030,14,66;
1136,2137,27,60;
1591,2070,65,86;
1836,1711,89,75;
2557,2181,74,36;
2457,2140,100,76;
240,1590,9,20;
846,1053,7,93;
2158,2307,63,91;
2399,2366,68,41;
526,533,66,100;
400,2578,48,57;
643,438,49,90;
2217,328,94,30;
548,382,51,55;
2139,354,73,16;
1489,1978,45,51;
2359,1150,91,70;
2267,770,93,44;
1083,2525,68,68;
765,2203,60,100;
334,763,8,34;
1280,679,76,7;
1538,1737,52,93;
1926,2174,42,82;
2282,127,59,2;
1854,1641,86,60;
1591,2156,68,25;
1024,757,45,13;
1970,2165,66,56;
2058,2395,42,65;
1845,365,33,13;
467,632,36,98;
2559,2265,79,61;
65,1552,2,48;
2474,2071,81,50;
918,2164,24,51;
516,2182,10,49;
448,725,17,98;
2399,2520,68,52;
649,1919,18,43;
1434,626,78,4;
613,438,30,79;
2139,328,78,26;
2217,770,50,71;
438,2312,8,87;
783,32,87,83;
428,2496,15,64;
2076,1140,98,2;
1940,746,23,23;
2511,732,31,34;
342,2116,6,72;
1083,2495,57,30;
2150,832,38,19;
1489,2029,37,37;
2276,1150,83,86;
1635,1214,93,17;
2459,128,85,1;
467,533,59,99;
448,629,5,96;
1591,2181,69,41;
2454,1558,61,33;
1925,1711,95,77;
1926,2006,44,91;
2254,1596,95,24;
2312,2140,71,74;
404,2192,29,55;
823,1911,21,95;
2236,678,80,8;
2197,1477,73,22;
2561,1920,47,48;
332,887,17,19;
2379,2071,95,44;
1940,1641,84,66;
2440,21,8,10;
1880,511,45,15;
526,1715,66,21;
2451,533,79,48;
2290,605,82,24;
458,1634,9,80;
1538,1830,53,82;
2020,1711,87,80;
2187,1203,84,34;
467,2475,36,79;
1253,1239,100,49;
1165,1421,45,63;
2148,592,68,32;
984,428,62,6;
1407,358,13,24;
765,2108,64,95;
448,2149,18,79;
2024,1641,90,58;
2617,712,28,41;
1210,1331,36,81;
1657,8,3,15;
2615,686,32,24;
1747,1791,85,95;
1148,391,15,29;
1060,1809,23,79;
1591,2222,61,88;
923,1336,18,82;
2349,1596,100,30;
157,328,91,100;
400,2635,38,9;
2359,511,55,22;
2482,732,27,36;
2408,346,40,15;
2479,328,32,42;
2267,814,68,25;
1551,1210,82,28;
1646,419,23,18;
1489,2101,35,86;
2516,1182,30,36;
1146,2338,19,63;
1165,1484,50,39;
2645,129,2,90;
801,438,90,58;
1210,1421,32,31;
1330,1792,17,77;
1926,2256,33,58;
1063,1609,20,61;
1253,1288,94,88;
1353,1239,95,40;
748,382,95,55;
1538,1971,53,59;
2530,1596,87,41;
1170,1133,77,14;
1887,2020,37,32;
1970,2221,50,79;
2139,370,76,8;
2058,2460,42,41;
1543,1267,69,20;
1591,2359,63,29;
765,2303,51,94;
67,229,90,98;
1832,1791,99,86;
66,308,1,26;
2557,2140,66,41;
0,2334,46,57;
808,328,36,49;
67,1223,76,89;
349,733,69,59;
467,2039,46,90;
1082,0,57,28;
547,354,97,23;
2435,686,76,46;
1908,533,83,93;
180,3,1,19;
328,2429,9,72;
448,1732,16,66;
889,1873,53,75;
801,1712,20,96;
251,2606,45,31;
863,1266,25,97;
315,2516,34,43;
1741,954,77,84;
1740,770,88,91;
1689,1339,30,72;
962,0,13,18;
1309,109,13,15;
298,2606,48,28;
2076,1142,97,7;
526,1237,65,80;
765,1811,1,100;
1645,506,58,26;
63,391,2,49;
648,228,99,100;
1347,1788,17,98;
1403,1693,25,86;
1384,1027,72,21;
63,334,3,56;
0,1348,39,55;
448,350,62,31;
298,2516,17,90;
289,2429,39,78;
822,226,88,1;
47,1260,7,51;
747,328,61,48;
448,1352,18,96;
829,23,7,4;
349,642,59,91;
1938,32,99,97;
467,1756,23,78;
1512,558,68,30;
2123,702,68,27;
942,1181,56,56;
1608,1339,36,63;
752,1953,11,92;
2218,686,30,79;
526,929,62,78;
1347,1693,56,95;
1598,533,98,62;
2546,1239,61,43;
1747,2500,74,72;
940,499,49,16;
1083,2038,58,50;
801,1520,59,96;
1206,109,14,15;
1610,770,62,88;
285,2274,59,9;
1800,418,31,16;
1492,224,40,4;
526,885,62,44;
67,32,75,97;
251,2516,47,90;
987,6,13,20;
67,898,71,72;
124,17,23,14;
2123,686,95,16;
2510,487,27,41;
63,2290,4,25;
1512,533,86,25;
502,1612,23,64;
467,1690,35,66;
285,2252,59,22;
2149,517,68,15;
863,1215,22,51;
1546,954,71,83;
2441,195,12,24;
889,1729,53,39;
548,512,26,21;
822,129,98,51;
891,497,33,26;
1836,1596,79,40;
2561,1877,80,43;
1926,1973,87,33;
1976,735,71,21;
2403,1239,59,48;
448,1273,10,79;
765,1616,98,96;
1541,1339,67,53;
656,1377,9,68;
592,2631,44,15;
1347,1514,43,99;
987,0,95,6;
157,754,91,62;
154,1412,2,87;
219,665,29,65;
2615,438,29,48;
1434,533,78,93;
448,1215,13,58;
1976,686,76,49;
840,21,44,11;
272,2116,45,48;
251,2195,34,89;
124,14,23,3;
2543,492,78,28;
526,829,60,56;
505,730,21,93;
467,1612,35,78;
500,1216,26,70;
1384,954,75,73;
765,1520,36,96;
889,1564,34,100;
285,1848,56,10;
2079,195,96,33;
913,0,49,28;
1886,1143,97,5;
2196,313,24,15;
456,1115,8,85;
116,2607,35,35;
1253,2519,78,76;
2536,430,91,7;
1905,728,35,38;
1804,498,70,28;
48,1176,7,33;
251,2420,94,9;
48,1122,19,54;
0,1260,47,88;
467,1904,21,89;
748,1083,17,60;
749,2424,13,84;
526,1087,65,74;
2457,426,66,9;
780,1712,21,98;
286,2339,13,59;
454,1448,11,84;
448,1547,15,87;
1859,32,79,63;
2394,686,41,44;
1678,954,63,92;
1773,533,67,59;
490,1756,27,57;
889,1818,37,55;
659,2071,8,64;
1321,2174,18,80;
327,1326,21,27;
1364,1788,38,78;
1309,1681,29,50;
1598,606,83,16;
1719,1339,51,71;
1666,1641,90,70;
335,623,11,36;
2248,741,66,28;
1347,1886,89,78;
2103,497,22,36;
647,328,100,53;
1253,2595,39,46;
2037,32,96,69;
102,2517,8,29;
0,1403,54,83;
1994,372,29,9;
36,1210,19,50;
467,1993,45,46;
2326,686,68,71;
526,1161,64,76;
251,2429,38,87;
1840,533,68,89;
940,515,50,16;
299,2339,48,79;
1765,81,78,47;
889,1768,49,50;
488,1904,31,72;
1261,498,31,28;
448,1634,10,98;
1294,2339,44,32;
2607,1239,38,37;
765,1712,15,99;
63,776,4,77;
853,955,8,93;
2606,1288,31,46;
2123,744,73,15;
1644,1339,45,76;
1696,592,76,25;
1617,954,61,75;
628,29,23,3;
2488,1923,37,43;
480,0,100,24;
1882,224,71,4;
1591,1923,63,66;
2459,32,88,86;
251,2284,89,55;
0,145,44,43;
34,0,10,23;
268,758,76,5;
179,3,1,24;
317,2116,25,77;
285,2195,58,22;
0,1805,44,52;
2543,438,72,54;
2052,686,71,66;
840,0,73,21;
272,2164,39,16;
889,1664,46,65;
942,1111,54,70;
843,496,43,36;
408,713,23,16;
1459,954,87,64;
296,1583,39,12;
692,518,72,13;
2572,912,70,41;
1347,1613,62,80;
332,583,15,30;
1288,2451,47,65;
580,29,48,3;
46,1713,18,60;
1126,505,62,27;
1338,731,24,37;
1999,1596,91,29;
1591,1839,59,84;
57,1538,9,13;
1046,127,55,2;
2547,32,78,81;
0,1857,46,89;
44,1805,20,52;
251,2339,35,81;
480,31,71,1;
768,23,61,8;
386,7,56,1;
285,2217,53,35;
1696,533,77,59;
1672,770,68,91;
1512,588,74,32;
1598,595,90,11;
2248,686,78,55;
458,1273,8,62;
837,677,83,9;
2123,729,72,15;
2229,508,62,19;
448,1448,6,99;
586,2110,6,100;
1240,498,21,31;
2052,752,62,18;
1390,1514,36,91;
1499,319,25,9;
65,960,2,78;
467,1834,54,70;
2462,1239,84,34;
61,1626,4,81;
446,9,29,19;
526,1007,60,80;
1591,1792,63,47;
1915,1596,84,26;
272,2180,40,13;
2394,4,54,17;
157,1264,75,66;
151,2395,6,51;
2312,438,28,83;
518,1314,8,95;
1368,686,90,80;
1322,954,62,70;
1275,701,35,56;
2226,382,84,56;
185,1213,53,47;
448,1115,8,100;
812,955,19,92;
2276,919,64,34;
942,1048,57,63;
889,1503,46,61;
1138,770,65,86;
592,632,75,100;
863,1149,26,66;
2540,0,19,29;
1083,1499,74,76;
1747,2139,76,88;
1208,740,54,28;
1091,533,90,96;
276,558,13,18;
586,1567,6,83;
1253,2030,63,88;
1107,129,97,79;
1175,938,83,15;
1263,1208,99,25;
2073,1239,94,29;
229,816,22,41;
863,2565,25,75;
191,2181,21,46;
157,2249,61,42;
1590,205,70,23;
2047,24,26,7;
1875,382,75,26;
919,686,66,63;
700,2566,61,60;
10,552,42,4;
1000,31,37,1;
2455,4,2,22;
81,30,8,1;
2059,438,28,60;
2396,885,44,40;
471,0,7,7;
2469,861,59,82;
1315,1879,22,79;
2559,29,59,2;
1922,1150,85,43;
1887,16,7,12;
1128,1801,32,56;
1253,2399,89,52;
1326,2257,21,77;
1551,1181,84,29;
1921,95,12,34;
2320,228,96,65;
978,2288,21,80;
355,118,32,11;
1492,209,44,15;
1083,1873,52,75;
1747,2441,58,59;
1921,280,95,37;
2288,1239,34,48;
157,2181,34,68;
1208,686,67,54;
65,391,1,40;
295,103,20,23;
1070,715,41,50;
743,1881,19,70;
1165,954,91,31;
2572,861,62,51;
783,115,84,12;
467,1412,42,100;
67,674,90,84;
57,2015,2,92;
584,121,50,6;
50,750,13,18;
2614,632,22,45;
2597,113,27,16;
1107,208,61,17;
1253,2339,41,60;
232,1939,17,43;
2449,4,6,28;
532,129,96,88;
1057,1300,24,73;
1083,1948,37,90;
2593,1641,43,53;
57,334,1,52;
1747,2389,80,52;
1009,770,86,88;
2007,1150,90,87;
1683,205,7,22;
687,205,34,20;
2622,993,25,46;
2244,1239,44,41;
157,1871,33,68;
2501,438,9,88;
2133,106,38,22;
142,118,50,10;
1734,1150,93,75;
1083,1742,64,59;
1305,1733,35,59;
1886,985,29,54;
2536,382,94,48;
870,114,88,13;
1669,686,87,83;
2528,861,44,83;
2021,228,99,54;
